,Title,Video ID,Published At,Keyword,Likes,Comments,Views
1459,Einstein and the Quantum: Entanglement and Emergence,ntxC5KMC4y0,,,,,
1460,Physics’ greatest mystery: Michio Kaku explains the God Equation | Big Think,B1GO1HPLp7Y,,,,,
1461,Michio Kaku: The Universe in a Nutshell (Full Presentation) | Big Think,0NbBjNiw4tk,,,,,
1462,Wireless Keyboard Prank HACK on Rich Kid Playing Fortnite! (N3ON),CN16j8AHHuk,,,,,
1463,The physics anomaly no one talks about: What&#39;s up with those neutrinos?,p118YbxFtGg,,,,,
1464,"8 Year Old LOST His GIRLFRIEND To A Rich Kid, So We Confronted Her... (Fortnite)",c0Ir6O1JB-I,,,,,
1465,The Map of Particle Physics | The Standard Model Explained,mYcLuWHzfmE,,,,,
1466,Thermodynamics: Crash Course Physics #23,4i1MUWJoI0U,,,,,
1467,7 AMAZING Physics Tricks That You Must See,IzQsYnLz2Gc,,,,,
1468,Physics experiments that changed the world – with Suzie Sheehy,aXg3edeUrtc,,,,,
1469,How Two Physicists Unlocked the Secrets of Two Dimensions,kpsu9_ql0-M,,,,,
1470,What Does Quantum Physics Actually Tell Us About the World?,GBs8e2KRLDg,,,,,
1471,Gifting a 9 Year Old MAX Battle Pass!,Ewp4HvlzNs0,,,,,
1472,Can Life Really Be Explained By Physics? (featuring Prof. Brian Cox),k-vm3ZWnMWk,,,,,
1473,Modern Physics || Modern Physics Full Lecture Course,3lTQqEehEhI,,,,,
1474,Electric Charge: Crash Course Physics #25,TFlVWf8JX4A,,,,,
1475,When a physics teacher knows his stuff !!,77ZF50ve6rs,,,,,
1476,Amazing Physics Toys/Gadgets 1,Y5dylh2aOiw,,,,,
1477,I Met RICH KID In Real Life...,pJpOxIksxXU,,,,,
1478,What is the Schrödinger Equation? A basic introduction to Quantum Mechanics,2WPA1L9uJqo,,,,,
1479,Physicists At CERN Just Made An Incredible Discovery That Changes Everything,iDgJD-MarvU,07/04/2022,physics,10960,109,858731
1480,Asking a Theoretical Physicist About the Physics of Consciousness | Roger Penrose &amp; Jordan Peterson,Qi9ys2j1ncg,04/14/2022,physics,31942,7562,1089328
1481,I Made RICH KID Say **** For The First Time... (Fortnite),jxi-3WvWvGM,12/28/2020,physics,66353,2001,1546801
1482,Kinematics In One Dimension - Physics,dHjWVlfNraM,05/31/2021,physics,7687,237,451843
1483,"Frank Wilczek: Physics of Quarks, Dark Matter, Complexity, Life &amp; Aliens | Lex Fridman Podcast #187",LDTe8uFqbws,05/29/2021,physics,9154,1201,652244
1484,Minecraft Physics Had an Update..,SiHeMrHDlzs,02/26/2022,physics,11249,393,482269
1485,"Static &amp; Kinetic Friction, Tension, Normal Force, Inclined Plane &amp; Pulley System Problems - Physics",pL2YfC-22Uc,08/29/2016,physics,20361,770,1539948
1486,15 Craziest Things That Defy the Laws of Physics,dHsxkaxRfnE,07/28/2022,physics,12193,196,1267276
1487,"Newton&#39;s Law of Motion - First, Second &amp; Third - Physics",g550H4e5FCY,01/09/2017,physics,27575,971,1761493
1488,Leonard Susskind Marrying Quantum Physics &amp; General Relativity,4JXjqaN97IY,06/18/2022,physics,962,100,30388
1489,How Trees Bend the Laws of Physics,BickMFHAZR0,10/30/2012,physics,139552,7764,4235793
1490,"RICH KID Tried To DATE My CRUSH, So I Did This... (Fortnite)",V2dPq92LToE,01/26/2020,physics,159719,4673,2029047
1491,What is Computer Science?,Tzl0ELY_TiM,02/28/2017,computer science,26902,1190,1248957
1492,100+ Computer Science Concepts Explained,#NAME?,05/04/2022,computer science,55719,1606,802372
1493,Introduction to Programming and Computer Science - Full Course,zOjov-2OZ0E,04/21/2020,computer science,131961,3037,4849924
1494,Map of Computer Science,SzJ46YA_RaA,09/06/2017,computer science,202969,3572,4801805
1495,3 years of Computer Science in 8 minutes,ReVeUvwTGdU,07/24/2018,computer science,186881,8575,7004107
1496,An Entire Computer Science Degree in 12 Minutes,EJiVWoFk8GA,08/06/2022,computer science,10317,757,165623
1497,Computer Scientist Explains One Concept in 5 Levels of Difficulty | WIRED,fOGdb1CTu5c,01/18/2022,computer science,128268,4356,4991078
1498,Early Computing: Crash Course Computer Science #1,O5nskjZ_GoI,02/22/2017,computer science,62009,1740,3134189
1499,Computer Science in 10 Minutes,A45p5e86Lpw,09/21/2020,computer science,24508,1455,374241
1500,Computer Science degree: What you need to know,k0GlqFrRQI0,06/01/2020,computer science,6806,774,215489
1501,Computer Scientist Explains Machine Learning in 5 Levels of Difficulty | WIRED,5q87K1WaoFI,08/18/2021,computer science,42940,1735,1407319
1502,My Computer Science Degree in 8 Minutes,dh7IwmBQZeI,11/08/2021,computer science,13004,376,318419
1503,Computer Science Careers and Subfields,2VpDcjFshJI,08/21/2017,computer science,8864,326,351985
1504,My Regrets as a Computer Science Student,xa6me8wou_k,07/03/2019,computer science,63890,2427,1732512
1505,What Is Computer Science?,AnVBCyzNgaU,07/15/2016,computer science,2143,77,198844
1506,Computer science is for everyone | Hadi Partovi | TEDxRainier,FpMNs7H24X0,12/08/2014,computer science,10846,380,759857
1507,Is a Computer Science Degree Worth It?,c-41IY0bOGU,03/05/2020,computer science,11672,1285,302924
1508,2021&#39;s Biggest Breakthroughs in Math and Computer Science,9uASADiYe_8,12/23/2021,computer science,33558,814,950825
1509,Top 10 BEST Career Paths For Computer Science Majors ($100k+ Jobs),OhuduvuenYQ,06/16/2022,computer science,752,53,16115
1510,Boolean Logic &amp; Logic Gates: Crash Course Computer Science #3,gI-qXk7XojA,03/08/2017,computer science,47204,1277,2302755
1511,"Lec 1 | MIT 6.00 Introduction to Computer Science and Programming, Fall 2008",k6U-i4gXkLM,08/20/2009,computer science,61813,3416,6091315
1512,6 Reasons Why Computer Science is the Best Major,ywBD6HiD8vQ,11/06/2020,computer science,4557,379,97136
1513,Computer Science Degree Vs Computer Engineering Degree (Which Is Better?),sdDklIYkWA0,06/18/2022,computer science,1514,251,37830
1514,5 Things I Wish I Knew Before Majoring in Computer Science,TOSxb5aXKlk,07/14/2020,computer science,2596,177,56994
,,,,,,581,113080
,,,,,,1583,1754969
,,,,,,1458,1345420
,,,,,,1388,610308
,,,,,,1532,525081
1520,Intro to Algorithms: Crash Course Computer Science #13,rL8X2mlNHPM,05/24/2017,computer science,28944,775,1515048
1521,What You Need to Succeed in Computer Science,D1qnuKSfPOg,11/24/2020,computer science,4849,197,82596
1522,Introduction to Graph Theory: A Computer Science Perspective,LFKZLXVO-Dg,06/14/2020,computer science,13406,314,362229
1523,Day in the Life of a Computer Science Student at Waterloo,M85EcbfhH9A,08/12/2022,computer science,1149,146,17156
1524,The Computer Science Iceberg Explained (Part 1),H565avw-ufk,02/06/2022,computer science,27889,962,437660
1525,"CS50 FULL REVIEW  - Best Course to Learn Computer Science in 2022? (edX, Harvard)",#NAME?,02/08/2022,computer science,10409,385,199395
1526,Computer Science isn&#39;t programming! // How to become a Master Programmer // Featuring Dr Chuck,z3o6yEzcnLc,04/10/2022,computer science,10292,653,327463
1527,Computer Science Terminology,LtoBGQPuu1c,11/08/2018,computer science,5213,145,135056
1528,My HONEST College Advice For Computer Science Majors // as a senior computer science student,bJCzuGbg4s4,12/27/2021,computer science,909,32,24612
1529,Representing Numbers and Letters with Binary: Crash Course Computer Science #4,1GSjbWt0c9M,03/15/2017,computer science,30095,1186,1530735
1530,Registers and RAM: Crash Course Computer Science #6,fpnE6UAfbtU,03/29/2017,computer science,37041,1190,1672442
1531,Is Computer Science Right for You?,ReQdX04S00w,02/24/2022,computer science,61424,692,872859
1532,Everything You Need to Know as a Computer Science Student,aDfqRbGk_Yk,11/22/2019,computer science,6557,215,179728
1533,The Traveling Salesman Problem: When Good Enough Beats Perfect,GiDsjIBOVoA,07/26/2022,computer science,7812,408,143959
1534,Online Computer Science Bachelor&#39;s - Colorado State University,ec5vegLMkTM,01/20/2021,computer science,32,5,83073
1535,Electronic Computing: Crash Course Computer Science #2,LN0ucKNX0hc,03/01/2017,computer science,32189,878,1750656
1536,My College Advice for Computer Science Majors (after graduating 6 years ago),DUnjnfcpn3M,06/10/2020,computer science,11395,542,282641
1537,Data Structures - Computer Science Course for Beginners,zg9ih6SVACc,09/08/2020,computer science,22667,588,939411
1538,Conquering Math as a Computer Science Student,yKJz5IntDW8,08/10/2018,computer science,4440,307,95826
1539,Kirby’s Dream Buffet – Overview Trailer – Nintendo Switch,mQqVCYDD3sA,08/11/2022,nintendo,40994,3946,1115596
1540,Sonic Frontiers - Story Trailer - Nintendo Switch,zDZAbmxP7Yw,08/23/2022,nintendo,33773,4225,655844
1541,Top 10 Nintendo 3DS Games| The Completionist,Yaf9h-Rceus,08/24/2022,nintendo,5333,883,87181
1542,Splatoon 3 Direct - Nintendo Switch,aiuIZN0KDFQ,08/10/2022,nintendo,93512,11770,2467290
1543,Nintendo&#39;s Surprising Event Revealed And Tons of New Games Get Announced | News Wave,z7SGxS0h8YQ,08/24/2022,nintendo,4996,791,86658
1544,Nintendo Direct Mini: Partner Showcase | 6.28.2022,dKB3WXRWTCM,06/28/2022,nintendo,93420,11201,2745019
1545,We&#39;ve Played Splatoon 3 - Is It Any Good?,I0wIauQ0wMs,08/24/2022,nintendo,2677,390,51017
1546,Mario Kart 8 Deluxe — Booster Course Pass - Wave 2 Release Date - Nintendo Switch,xBly7QHQkYA,07/28/2022,nintendo,88302,10753,2173854
1547,Nintendo Switch OLED Kirby Edition,uS5exTLvQVo,08/24/2022,nintendo,959,87,9269
1548,Xenoblade Chronicles 3 Direct - Nintendo Switch,hoHvpS2x8us,06/22/2022,nintendo,27953,6430,848504
1549,ON A JOUE A SPLATOON 3 EN AVANT PREMIERE SUR NINTENDO SWITCH !,_sapOflid6o,08/24/2022,nintendo,3465,317,59232
1550,Denuvo Is Bringing DRM To Nintendo Switch - And This Is NOT GOOD!,QrW6gVz7H5M,08/24/2022,nintendo,2208,837,37340
1551,Nintendo Switch games that will be NOSTALGIC...,U_VQPOYJxpI,08/24/2022,nintendo,7455,160,71578
1552,LEGO Star Wars: The Skywalker Saga Nintendo Switch NEW PATCH Review!,tDdvopwhCaE,08/23/2022,nintendo,697,120,17418
1553,Deep Cut: Anarchy Rainbow - Splatoon 3 - Nintendo Switch,DtMOAvOWTvY,08/10/2022,nintendo,59959,5338,1310018
1554,"🚨 DÉPÊCHEZ-VOUS 🚨 Ces PROMOS disparaissent bientôt du PS Store, Xbox Store, Nintendo eShop...",96mrgd8-3yE,08/24/2022,nintendo,406,57,13184
1555,Nintendo&#39;s Big Switch Reveal Means No Direct? + PSVR 2 Coming Soon!,cCyPBq_u638,08/23/2022,nintendo,1897,349,36948
1556,This &quot;Nintendo Switch Lite OLED PRO&quot; can play ANYTHING!,T17B7v6T8W4,08/23/2022,nintendo,7166,897,156610
1557,Splatoon 3 Direct – 10/08/2022,QkQ2TlVoXVg,08/10/2022,nintendo,4122,567,112040
1558,Nintendo Switch: Unboxing &amp; Review,y9b2vxjP0po,03/09/2017,nintendo,54951,6290,5370346
1559,Nintendo Switch ATTENTION HOGWARTS LEGACY DIFFERENCES 😱❌⚠️ &amp; COLLECTOR à 300€ &amp; PAS SUR SWITCH ❌,LL2H1ksXocA,08/24/2022,nintendo,760,80,11630
1560,18 AMAZING Nintendo Switch secrets! 🔥😱🤯,tOtVkaGqtbQ,07/31/2022,nintendo,3769,590,180396
1561,Nintendo Switch OLED Review Vs Original | One Month Later,TlBU5LfBEcM,11/03/2021,nintendo,8058,662,566503
1562,Pokémon Presents | 08.03.2022,ojiBuA97rdc,08/03/2022,nintendo,119930,11926,3432799
1563,Evolution of Nintendo [1889-2022],q6S7VOi3E5k,03/06/2021,nintendo,92823,5623,8295441
1564,Splatoon 3: Early Switch Multiplayer Hands-on - How Is Nintendo&#39;s Shooter Shaping Up?,JDB-Vm4eqTk,08/24/2022,nintendo,2104,481,46065
1565,OLED Nintendo Switch Unboxing!,46C33cO4A3c,11/15/2021,nintendo,20892,976,640120
1566,The WEIRD Nintendo Switch Accessories on Amazon,aJ8ZOtE--_g,09/29/2021,nintendo,79878,3067,2750006
1567,"I Customized A Nintendo Switch In 10 Hours, 1 Hour, 10 Minutes, 1 Minute &amp; 10 Seconds - Challenge",28RxpkcVAFw,02/28/2021,nintendo,565673,35186,31667627
1568,Nintendo employees when their joycons drift,sgNyDjjDCD4,02/26/2021,nintendo,350411,15822,6058858
1569,Nintendo BIG ANNOUNCEMENT Revealed Just Now…,kmgWldPQ6t0,08/23/2022,nintendo,2179,324,55298
1570,Top 10 Must Have Nintendo Switch Games! 2022 Guide,AsuXEeDKRoQ,05/17/2022,nintendo,7785,331,621651
1571,Bayonetta 3 - Release Date Revealed - Nintendo Switch,gOGJGv6OoXA,07/13/2022,nintendo,43557,4766,514758
1572,Nintendo Switch Online Is About To Get VERY Interesting In 2022...,LoumzWmxUDo,08/16/2022,nintendo,3016,573,56101
1573,Splatoon 3 DEBERÍA SER GRATIS: Jugamos EL MEJOR SHOOTER ONLINE 🐙 (Nintendo Switch),LKkUMbagFcc,08/24/2022,nintendo,2118,245,35759
1574,¡RUMORES apuntan a un NINTENDO DIRECT el DÍA 14 de SEPTIEMBRE! ¿NUEVO STAR FOX en CAMINO?,EvMp_cnU1Cc,08/24/2022,nintendo,221,35,2225
1575,Nintendo Switch: Five Years In - Scott The Woz,92F46l6vpRs,06/08/2022,nintendo,89783,7013,2610708
1576,Splatoon 3 – Release Date Revealed  - Nintendo Switch,Rkz-PjCQjWk,04/22/2022,nintendo,77209,8351,1700683
1577,Nintendo has been accused...,_bFhv1gXFrc,08/17/2022,nintendo,5437,1020,109574
1578,"LA FECHA DEFINITIVA del NINTENDO DIRECT con ZELDA, METROID y MARIO!? | Nuevo Star Fox | PS Showcase",6i0BA-cDnrU,08/24/2022,nintendo,814,85,12274
1579,"Pokemon Presents - Official Full Presentation (August 3, 2022)",nHnh15pScSI,08/03/2022,nintendo,4936,750,208877
1580,"No One Has The Balls To Make This Nintendo Video, So I Will",JbTvmqtskYY,08/18/2022,nintendo,4972,1307,87422
1581,Mario Strikers: Battle League - 1st Free Update - Nintendo Switch,29qaA3suXBk,07/19/2022,nintendo,28895,6897,707813
1582,nintendo switch OLED unboxing (+ accessories!!) 🐶🍃🌸,k1wBOG4v3T4,12/22/2021,nintendo,22443,300,681002
1583,Nintendo Switch accessories you NEED!,#NAME?,08/22/2022,nintendo,24496,257,254500
1584,The Nintendo Switch BIGGEST SECRET Has Finally Been Revealed....,xvCmnfVQQRE,08/21/2022,nintendo,3675,685,85298
1585,Nintendo Switch HUNTING in NEW YORK CITY!,8nkTemr8AVY,07/20/2022,nintendo,15392,1232,297966
1586,Steam Deck is the &quot;END&quot; of Nintendo Switch?,xc7d1iU7SVI,05/23/2022,nintendo,24059,3355,805728
1587,Xbox REVEALS Big Updates For Xbox Series X Exclusives &amp; Xbox Game Pass For PC | Xbox News,kVMMvvKkJpM,08/24/2022,xbox,926,258,16396
1588,Xbox Says Console Exclusives are Fading Away,mxjMX7ziMNc,08/24/2022,xbox,1079,473,16451
1589,Xbox &amp; Bethesda Games Showcase 2022,rOYnwhKwlw8,06/12/2022,xbox,115164,5254,4098562
1590,Xbox just said &quot;Console Exclusives are DOOMED&quot; but will PlayStation AGREE?,sN9kJY3Ie4s,08/24/2022,xbox,1209,1167,19967
1591,Best Gamescom 2022 Game Reveals | Huge Xbox Game Pass Game Steals the Show | News Dose,rnn-sfBHX7o,08/24/2022,xbox,858,162,18992
1592,The Xbox Series S: Should You Buy One?,5xRFvRGMwho,10/14/2021,xbox,24017,3549,1148562
1593,Evolution of Xbox (Animation),qV_dH7cfbMs,08/14/2020,xbox,64432,5717,4526546
1594,If I Can Fix This Xbox Series X I&#39;ll GIVE IT AWAY!!!,pIZW8eoxQ5o,08/24/2022,xbox,6900,383,114921
1595,"🚨 DÉPÊCHEZ-VOUS 🚨 Ces PROMOS disparaissent bientôt du PS Store, Xbox Store, Nintendo eShop...",96mrgd8-3yE,08/24/2022,xbox,406,57,13184
1596,PlayStation 5 vs Xbox Series X: Which is better?,jGZzpr4BtAM,11/24/2020,xbox,52160,11181,2497202
1597,Lies of P - Gameplay Reveal,eghRcO16Zig,08/23/2022,xbox,7292,316,135067
1598,the GameStop Xbox SCAM,KdVM2RhDaAM,01/15/2022,xbox,39845,3375,1760155
1599,Microsoft&#39;s HUGE plans for Xbox! We can&#39;t stop it,NdqOOCel9-o,08/21/2022,xbox,1708,301,58559
1600,"Xbox Just REVEALED Big Official Updates On Xbox Series X Exclusives, Xbox GamePass And Free Games!",573n5HGVo94,08/20/2022,xbox,3205,439,84465
1601,The NEW Xbox Game Pass! What you need to know today,lVuMJBUSfdI,08/12/2022,xbox,1793,185,75483
1602,The Evolution of XBOX Startup Screens (2001-2019),XWv_4L1_Z7Q,05/07/2019,xbox,124490,7455,8830062
1603,"New Game Pass Additions, Updates, and Events | This Week on Xbox",P1W_9yI5UJY,08/12/2022,xbox,2976,131,103500
1604,I spent 20 days customizing my new Xbox,DRHNWCmF3_0,07/16/2022,xbox,117231,5092,2657361
1605,The Ultimate Xbox MYSTERY TECH,IeOd4_6kI30,02/19/2022,xbox,35423,1060,1034342
1606,When customers blame you for unrelated issues. Xbox one X Prior repair gone wrong. No Signal,_keRzD8rVp8,08/24/2022,xbox,2468,220,37870
1607,TEM JOGÃO! MUITOS JOGOS REVELADOS para o XBOX GAME PASS e GAMEPLAY de JOGO AGUARDADO!,EFvqXRTW330,08/24/2022,xbox,1562,130,10503
1608,Weird loophole brings PS5 exclusives to Xbox Series! How it works,_L55PffW9sE,08/24/2022,xbox,855,139,24863
1609,JOGOS CONFIRMADOS NO GAME PASS EM SETEMBRO E GRANDES LANÇAMENTOS NO XBOX!,kHDWTIUtSD8,08/24/2022,xbox,1409,122,12041
1610,"Mom Throws Out Her Son&#39;s Xbox, She Instantly Regrets The Decision She Made | Dhar Mann",gEFmwpWfdAI,01/06/2021,xbox,438812,40924,22439610
1611,"All Xbox, Nintendo and PlayStation Startups (Unused Brand ID)",Hru1FjQUkpI,11/19/2018,xbox,199933,22438,17069314
1612,LEAKED Gameplay for New Xbox Games - Dead Island 2 | RedFall &amp; Gamescom 2022 Event Xbox News Cast 66,SxXpaOL9WzI,08/23/2022,xbox,1025,43,14264
1613,Why I regret buying an Xbox Series X,JzjkmhcpYYU,03/01/2022,xbox,2295,1399,179180
1614,Xbox Series X - Unbox &amp; Setup,dnOwCyedro8,11/21/2020,xbox,25029,2468,1651459
1615,Reloading a Controller: Xbox vs. Playstation,60zVVNU_Jvw,08/23/2022,xbox,1781,66,33246
1616,Things Are Getting HEATED Between Xbox &amp; PlayStation...,X_vhvlA1sxo,08/11/2022,xbox,2363,725,42216
1617,*XBOX* Mod in Among Us,3okShyDl_UY,08/24/2021,xbox,466063,10976,8324871
1618,25 amazing Xbox Series X and S secrets! 😱🔥😲 #Xbox #XboxSeriesX #XboxSerieS,kqIdgOs2cPE,10/08/2021,xbox,7455,300,447522
1619,Xbox Gamepass Continue to Deliver Great Content and Playstation Fanboys Continue to Hate it,xFcT0zIQcds,08/24/2022,xbox,449,282,4368
1620,All Xbox Startup Animations (2001-2020),EnCdmRnME_A,03/13/2020,xbox,6875,227,543947
1621,Sonic Frontiers - Story Trailer,aT7_2vZFoqM,08/23/2022,xbox,1872,100,28892
1622,"New Releases, Updates, and Games Coming Soon | This Week on Xbox",ht6QvakANDk,08/19/2022,xbox,1537,59,41735
1623,Friend’s Mom STEALS New XBOX Series X from Kid!? *CRAZIEST STORY EVER* (LANKYBOX REACTION!),5PW3X8Yc2Gg,06/05/2022,xbox,21393,1087,1557335
1624,FORZA HORIZON 2 FINALMENTE NO PC! (FICOU INCRÍVEL)😱 | Emulador de Xbox 360,DWAWh70Ccbk,08/23/2022,xbox,1785,133,19147
1625,PlayStation vs Xbox: Which Console Is Better In Fortnite?,iFLu5DH5NI8,04/19/2022,xbox,15593,1407,607849
1626,Xbox Series Upgrades in 2022! Time to swap?,Ki2JWyOCXwo,08/17/2022,xbox,1466,321,52695
1627,NEW Xbox Series X Performance Update | Sony can’t match it,AhEvsny6zLQ,07/29/2022,xbox,2498,294,129231
1628,Sony PlayStation is PAYING for Games NOT to go on Xbox Game Pass?!,6lbJ55D7rKg,08/11/2022,xbox,1822,1575,30352
1629,Microsoft Xbox Upgrades- they just got it right,H1nGMrBKOeI,08/10/2022,xbox,1969,312,82902
1630,"Xbox Just Got BIG News - Massive Game Pass Change, NEW Partnership Announced, &amp; MORE!",qqR9pYcrLeU,08/09/2022,xbox,2364,307,50941
1631,Saints Row: Performance Review PS5 vs Xbox Series X|S vs PC vs Xbox One X,YBSRq8EEw6c,08/22/2022,xbox,1639,392,92899
1632,13 NEW XBOX GAME PASS GAMES REVEALED FOR AUGUST &amp; SEPTEMBER,x_WBikPDezY,08/16/2022,xbox,1050,173,79741
1633,Series X vs. Xbox One - What&#39;s the Difference??,9QvqBERvunI,10/11/2020,xbox,82083,6414,2541347
1634,The Xbox Series S Gets An Upgrade!,eXSfV9F6Zcs,08/05/2022,xbox,4134,826,77502
1635,"PS5, Xbox Predictions for Gamescom - Next-Gen Console Watch",13yafinMNv4,08/19/2022,xbox,1490,237,57446
1636,Previously On | Marvel Studios’ She-Hulk: Attorney at Law | Disney+,U8agdTVOuxw,08/24/2022,marvel,9401,780,150039
1637,Official Clip | Marvel Studios’ She-Hulk: Attorney at Law | Disney+,6UsZwc8aRuE,08/24/2022,marvel,17307,1101,331603
1638,HUGE MARVEL STUDIOS D23 REVEALS! New Phase 6 Films and Casting Rumors D23 Preview,w4gOESctqLU,08/23/2022,marvel,4147,1292,106966
1639,Marvel Studios’ Black Panther: Wakanda Forever | Official Teaser,RlOB3UALvrQ,07/24/2022,marvel,1435534,64164,36868871
1640,Why Marvel Phase Four Sucks!,NWzBX3OP234,08/23/2022,marvel,20319,2958,190106
1641,Official Trailer | She-Hulk: Attorney at Law | Disney+,u7JsKhI2An0,07/24/2022,marvel,599842,39313,23222262
1642,Marvel Studios&#39; Thor: Love and Thunder ธอร์: ด้วยรักและอัสนี | ตัวอย่าง Official,8Ltc-BfxBhY,05/24/2022,marvel,8870,554,834400
1643,I Am Groot | Official Trailer | Disney+,D7eFpRf4tac,07/22/2022,marvel,697363,18075,18609928
1644,Ms. Marvel | Tráiler Oficial Doblado | Disney+,hJUVWZNwkFk,03/15/2022,marvel,48823,3061,1461872
1645,Marvel Studios&#39; Black Panther: Wakanda Forever | Official Hindi Teaser,ys2cEkHskH4,07/24/2022,marvel,162408,3151,14118968
1646,Marvel’s Midnight Suns | “Darkness Falls” Trailer,WVZTsTXO3Nk,06/09/2022,marvel,283831,9805,12550897
1647,Mulher-Hulk: Defensora de Heróis | Trailer 2 Oficial Dublado | Disney+,MrktLFjzYWQ,07/24/2022,marvel,79336,3695,1667301
1648,Marvel Studios&#39; The Multiverse Saga Revealed at Hall H,BL4aMClEINw,07/24/2022,marvel,61689,1928,1284173
1649,Marvel Studios&#39; Thor: Love and Thunder | Official Trailer,wsoH9bd8JfA,05/24/2022,marvel,8574,723,936041
1650,I&#39;m a Hulk | Marvel Studios&#39; She-Hulk: Attorney at Law | Disney+,jqm0YYcOrOE,07/27/2022,marvel,98519,5633,3020492
1651,Pantera Negra: Wakanda para Sempre | Marvel Studios | Teaser Trailer Legendado | Open Caption,qkLquw1rOPA,07/24/2022,marvel,15312,595,286969
1652,Nailing It Clip | Marvel Studios’ She-Hulk: Attorney At Law | Disney+,RLil-mR8YeQ,08/01/2022,marvel,101465,5079,3487219
1653,She Hulk : Defensores de Héroes | Tráiler Oficial Doblado | Disney+,PF1XE7yEmgY,07/24/2022,marvel,44866,2709,1486176
1654,Marvel Studios’ Ms. Marvel | Official Trailer | Disney+,m9EX0f6V11Y,03/15/2022,marvel,833480,56565,23717752
1655,Thor: Amor e Trovão | Marvel Studios | Trailer Oficial Dublado,1c_W_4cNLn0,05/24/2022,marvel,183765,3810,4181136
1656,SPIDER-MAN #1 Trailer | Marvel Comics,VdN0TWU9q2Y,08/24/2022,marvel,7387,566,125674
1657,Pantera Negra: Wakanda para Sempre | Marvel Studios | Teaser Trailer Oficial Dublado,oHDi01Yn4tY,07/24/2022,marvel,137796,4891,2064594
1658,Marvel Studios&#39; Thor: Love and Thunder | Official Teaser,tgB1wUcmbbw,04/18/2022,marvel,1790536,68822,44424347
1659,ARE YOU HOLDING OUT FOR CAPTAIN MARVEL? | Marvel&#39;s Avengers Game,smhxQgeLfuA,08/24/2022,marvel,142,6,2813
1660,Marvel Studios Celebrates The Movies,QdpxoFcdORI,05/03/2021,marvel,626889,35593,14694097
1661,Mulher-Hulk: Defensora de Heróis | Marvel Studios | Trailer Oficial Dublado | Disney+,yRnApYO_hBI,05/17/2022,marvel,88764,5853,1815856
1662,Marvel Studios&#39; Thor: Love and Thunder | Official Trailer,Go8nTmfrQd8,05/24/2022,marvel,1602939,61259,54583132
1663,Marvel Movie Kisses Ranked Worst To Best,QFn7PN0smwM,04/15/2021,marvel,18225,830,1667322
1664,Thor: Amor y Trueno de Marvel Studios | Teaser Oficial | Doblado,vKKu-Wt7O2Q,04/18/2022,marvel,148031,5179,3653854
1665,Call My Lawyer | Marvel Studios&#39; She-Hulk: Attorney at Law | Disney+,KtoeIXKrU_E,08/11/2022,marvel,45763,2234,1208037
1666,Mutant Genesis for Marvel Champions: The Card Game | Gameplay,u1RbN7KATAw,08/24/2022,marvel,157,10,4806
1667,Official Trailer | She-Hulk: Attorney at Law | Disney+,gim2kprjL50,05/17/2022,marvel,785650,55050,23973948
1668,"THE ROCK quiere DC VS MARVEL, con quién se acostó CAPITÁN AMÉRICA, vuelve PUNISHER, EZRA pide perdón",hQKbnNhvM0U,08/23/2022,marvel,3867,199,43046
1669,Car Crash | Marvel Studios&#39; She-Hulk: Attorney at Law | Disney+,K8SCPBQCmjg,08/12/2022,marvel,55962,2766,1685445
1670,Thor: Love and Thunder de Marvel Studios | Teaser Oficial en español | HD,nGpH8MedZH4,04/18/2022,marvel,11620,499,1048056
1671,"Marvel Studios&#39; X-Men &#39;97, What If...? Season 2, Spider-Man: Freshman Year and More",BE3ZMhLlsiI,07/23/2022,marvel,15641,470,377483
1672,AGATHA: COVEN OF CHAOS - TEASER TRAILER | Marvel Studios &amp; Disney+,RVwJp_959d8,08/24/2022,marvel,641,32,21129
1673,AVENGERS Disney Infinity 2.0 Marvel Super Heroes - Superhero Game Videos PC,WnYKgqrZovA,01/26/2018,marvel,19007,141,9904507
1674,Top 10 Marvel Moments That Left Us Speechless,rPHQhHDvoic,07/23/2022,marvel,14868,840,618566
1675,LEGO MARVEL 2023 SETS!,aEH_mEZWnd4,08/24/2022,marvel,1734,348,35516
1676,Planning our Halloween theme!! Last year Marvel!! This year ?!,UOvSoHuaNWc,08/23/2022,marvel,8033,404,196801
1677,FULL Marvel Studios Panel from Hall H | San Diego Comic-Con 2022 | AUDIENCE REACTION SDCC 2022,rf-NqJQJHBU,07/24/2022,marvel,-1,821,553892
1678,8 Actors Before And After They Got The Call From Marvel,_ah_OllAFdI,03/10/2020,marvel,171757,4288,11563268
1679,Marvel&#39;s Spider-Man PC - AMAZING SPIDER-MAN 2 MOVIE SUIT FREE ROAM GAMEPLAY! [MOD],NdiklopuK70,08/24/2022,marvel,1075,103,19923
1680,When Andrew Tate catches you watching Marvel🤣 #shorts,Z7tIF7m9KrM,08/23/2022,marvel,33342,435,269849
1681,Bionic Avengers Bad On Defense? - Masters Cosmic Crucible Round 1 - MARVEL Strike Force - MSF,r6LvjmIKEB0,08/23/2022,marvel,346,24,9050
1682,MARVEL COMIC-CON 2022 FULL ANNOUNCEMENT! (AUDIENCE REACTION),JXYGEii95vk,07/24/2022,marvel,135411,5708,3666465
